id,text,response,distress,role,stage,cancer_type,tone,length,channel,age_group,noisy
146,"The doctor said it's back.  Again. I don't know how much more of this I can take. My bones ache, and I can barely get out of bed some days.  What's the point anymore?",acceptance,high,close friend,relapse,leukemia,messy,medium,online forum,elderly,False
147,"dads been so tired lately rn, chemo is rough.  Gonna pick up more cat food later hope he feels better soon 😔",anxiety,low,adult child,treatment,pancreatic,messy,medium,online forum,elderly,True
148,"The doctor confirmed it today. Ovarian cancer. I knew something was wrong, but hearing those words…it just feels like the rug got pulled out from under me. I thought I had more time. How do you even begin to process something like this?  What am I supposed to tell my kids?",sadness,medium,support-group member,diagnosis,ovarian,casual,long,personal journal,middle-aged,False
149,This isn't fair!  Why him?  What are we supposed to do now?,anger,high,nurse or carer,diagnosis,prostate,casual,short,personal journal,middle-aged,False
150,"It's been rough, that's for sure. But I keep thinking about all the new treatments they're developing, and I have faith we can get through this. We'll beat this together.",hope,low,parent of a sick child,bereavement,lung,messy,medium,personal journal,middle-aged,False
151,Been running errands all day. Hope u r feeling better tho.  I can't help but think maybe if I was a bit more supportive earlier this wouldn't have happened rn 😔,guilt,medium,spouse,treatment,breast,formal,medium,SMS,teen,True
152,"The doctor keeps talking about ""stages"" and ""options,"" but it all just sounds like noise. I'm going to keep doing what I've always done: working in my garden, seeing my grandkids. This is just a little bump in the road.",denial,high,support-group member,treatment,pancreatic,casual,medium,personal journal,elderly,False
153,"Ugh, doc called. Tumor's back. Kinda figured tbh.  Guess I gotta switch up treatment again. Still planning on making it to that pottery class next month tho! Gotta keep myself busy, right?  Thx for checking in.",acceptance,low,adult child,relapse,lung,casual,long,SMS,middle-aged,True
154,Just got done setting up another chemo drip for her.  This is really hard.,anxiety,medium,nurse or carer,treatment,ovarian,casual,short,SMS,teen,False
155,My heart is breaking watching him waste away like this. I don't know how much more of this I can take.,sadness,high,nurse or carer,palliative,lymphoma,formal,medium,SMS,young adult,False
156,"Mr. Henderson totally spilled coffee on my new shoes today. Figures.  rn Dad just got told he's gotta get his prostate checked out AGAIN and they're calling it 'cancer'. Like, seriously? What even is the point anymore? I guess I should be positive but this whole thing just sucks.",anger,low,neighbor,diagnosis,prostate,messy,long,personal journal,teen,True
157,"This chemo is brutal, but I keep picturing him laughing with us again at the beach this summer.",hope,medium,nurse or carer,treatment,colon,messy,short,online forum,young adult,False
158,"It's ALL my fault, I should have made him eat healthier.",guilt,high,parent of a sick child,remission,colon,messy,short,SMS,young adult,False
159,"So yeah rn i'm technically in remission, which is cool and all. Had that last scan a couple weeks ago - doc said everything looks good.  Gotta keep doing these checkups tho, ya know?  Think I might try making macarons this weekend, anyone have a good recipe?",denial,low,support-group member,remission,colon,formal,long,online forum,young adult,True
160,"Wish the laundry would fold itself rn, this lymphoma is really taking a lot out of him lately.",acceptance,medium,parent of a sick child,palliative,lymphoma,formal,short,SMS,teen,True
161,"Coughing so bad I can barely breathe, this is it isn't it?",anxiety,high,coworker,palliative,lung,messy,short,SMS,elderly,False
162,I wish things were different. My dad says it’s important to keep fighting but honestly? Sometimes I just feel so tired. I miss going for bike rides with him. It's hard seeing him like this.,sadness,low,support-group member,palliative,lung,casual,long,online forum,teen,False
163,"Five years I fought this thing and now what?  Another scan, another worry? This isn't living!",anger,medium,support-group member,remission,ovarian,messy,short,online forum,elderly,False
164,"Everything is just so messed up right now. I can barely even focus on schoolwork anymore. My dad's been in the hospital for weeks with this stupid cancer, and it feels like there's nothing we can do to stop it. But I keep telling myself he'll pull through. He has to. This can't be the end. We need him.  I just have to believe it will get better somehow.",hope,high,coworker,bereavement,lung,casual,long,SMS,teen,False
165,If only I'd insisted he go to the doctor sooner.,guilt,low,nurse or carer,palliative,colon,formal,short,SMS,middle-aged,False
166,"So they said I'm ""in remission"" now?  Whatever that means. Guess I can just go back to normal life. This whole thing was kinda weird anyway, right? I mean, it's not like it'll ever happen again, so... time to move on!  Who's up for pizza this weekend?",denial,medium,support-group member,remission,ovarian,messy,long,SMS,teen,False
167,"Everything's gone so quiet since he left, and the house feels empty like a hollowed-out melon.",acceptance,high,spouse,bereavement,melanoma,messy,short,SMS,elderly,False
168,"Been in remission for a few weeks now. It's great, obviously, but I keep waiting for the other shoe to drop.  You know?",anxiety,low,coworker,remission,ovarian,casual,medium,personal journal,teen,False
169,"Wish I could bake him that cake he loved rn, everything just feels so empty without him.",sadness,medium,nurse or carer,bereavement,leukemia,casual,short,personal journal,elderly,True
170,"It's pancreatic cancer.  Of all the things to be dealt with.  Why him?  He barely touches alcohol, eats well, exercises – what more could he do? This isn't fair. What kind of twisted joke is this? I can't even begin to process this nightmare.",anger,high,spouse,diagnosis,pancreatic,formal,long,personal journal,middle-aged,False
171,They said it's brain cancer but I'm not giving up.  Gonna fight this thing hard and get back to normal.  Maybe even try out for soccer next year.,hope,low,support-group member,diagnosis,brain,messy,long,SMS,teen,False
172,Ugh rn I just feel awful. Remember how I nagged her about getting that mammogram checked? Now she's gone and it's all my fault.  I shoulda pushed harder. Did you see that new recipe for lemon bars on Pinterest?,guilt,medium,coworker,bereavement,breast,casual,long,SMS,middle-aged,True
173,"This can't be happening to me! I was supposed to graduate next year, start college with my friends.  I just want it all to go away, like it's some bad dream.",denial,high,support-group member,treatment,colon,messy,medium,online forum,teen,False
174,"Been thinking a lot lately.  It's strange, all this quiet after the storm.  Still have scans and checkups, of course, but it feels different now, knowing things are stable for a while. You learn to take each day as it comes, I guess.  That's about all you can do.",acceptance,low,support-group member,remission,lung,casual,long,online forum,elderly,False
175,omg u guys wont believe this rn im freaking out my head mri showed something and they think its like brain cancer??  My history teacher is making us do this project on shakespeare which seems kinda pointless right now.  I just wanna know what happens next i cant stop thinking about it ughhhh,anxiety,medium,support-group member,diagnosis,brain,messy,long,SMS,teen,True
